n,m_p1,m_p2,m_p3,m_p4,m_p5,
2,1.279617925,1.287334428,1.194346173,1.160752671,1.361851404
4,3.439916843,2.691941405,3.469162955,3.254443235,3.525549846
8,3.321567306,3.442080473,3.283405325,3.402931120,3.527928885
16,4.669922476,4.574178525,4.662308024,4.597911140,4.560993705
32,7.979355705,7.694198294,7.456830783,7.181350720,7.438099796
64,11.643746774,11.632259184,13.026684115,11.689802117,11.070288398
